OBJECTID,CREATION_DT,RECORDATION_DT,NARRATIVE,EXPIRATION_DT,STATUS,SQUARE,SUFFIX,LOT,LOT_TYPE,COMPUTED_AREA_SF,SURVEYED_AREA_SF,MAR_ID,IS_REAR_OF,BLDG_NUM,BLDG_NUM_EXT,BLDG_NUM_END_RANGE,BLDG_EXT_END_RANGE,QUADRANT,ZIP5,ZIP4,RECORD_AREA_SF,CONV_TOLERANCE_TYPE,CONV_TOLERANCE_VALUE,CONV_TOLERANCE_RESOLUTION,RECORDLOTSPLYID,PARCELSPLYID,SQUAREPLYID,OF_LOT_SEQ,BOOK_NUM,PAGE_NUM,UNDERLIES_CONDO,CONDO_BOOK_NUM,CONDO_PAGE_NUM,KILL_DT,SSL,COL,CONDOLOT,CONDO_REGIME_NUM,AREA,LEN,SHAPE_Length,SHAPE_Area
3880288,2006/09/09 00:00:00+00,,PHASE 1,,1,0273,,0064,1,1307,,,,,,,,,,,1307,1,,,,,,0,32,51,1,71,12,,0273    0064,Y,Y,2967,,,74.1962038818725,200.801937284385
3880289,2015/11/23 00:00:00+00,1990/04/17 00:00:00+00,PHASE 1,,1,0035,,0035,1,24460,,,,,,,,,,,24460,1,,,,,,0,183,40,1,40,14,,0035    0035,Y,Y,1009,,,290.08744512924,3758.51219442925
3880290,2006/09/09 00:00:00+00,,PHASE 1,,1,0653,,0099,1,1400,,,,,,,,,,,1400,1,,,,,,0,194,158,1,46,47,,0653    0099,Y,Y,2562,,,75.1298004933797,214.869464205091
3880291,2006/09/09 00:00:00+00,,DELIVERY 9,,1,3672,,0065,1,2198,,,,,,,,,,,2197,1,,,,,,0,SUB,19,1,24,22,,3672    0065,Y,Y,3132,,,86.1161092287913,338.006518963774
3880292,2013/01/10 00:00:00+00,2012/08/28 00:00:00+00,,,1,0875,,0043,1,27336,,,,,,,,,,,27333,,,,,,,0,206,154,1,86,34,,0875    0043,Y,Y,4257,,,281.823466670391,4197.58793095903
3880293,2006/09/09 00:00:00+00,,PHASE 1,,1,0653,,0094,1,1558,,,,,,,,,,,1558,1,,,,,,0,194,158,1,46,47,,0653    0094,Y,Y,2562,,,81.8407005308676,239.259038283508
3880294,2006/09/09 00:00:00+00,,DELIVERY 10,,1,6165,,0058,1,5650,,,,,,,,,,,5650,1,,,,,,0,132,27,1,60,27,,6165    0058,Y,Y,1841,,,122.493099993576,866.32204131783
3880295,2006/09/09 00:00:00+00,,PHASE 1,,1,0614,,0068,1,1275,,,,,,,,,,,,1,,,,,,0,16,7,1,87,47,,0614    0068,Y,Y,4309,,,72.0391006013347,195.949673123599
3880296,2006/09/09 00:00:00+00,,DELIVERY 15,,1,5869,,0076,1,3746,,,,,,,,,,,3749,1,,,,,,0,188,126,1,42,45,,5869    0076,Y,Y,1283,,,169.389439621836,574.817600316184
3880297,2006/09/09 00:00:00+00,,DELIVERY 11,,1,3522,,0076,1,1620,,,,,,,,,,,1620,1,,,,,,0,COUNTY,67,1,78,39,,3522    0076,Y,Y,5061,,,84.7922001349558,248.983390979846
3880298,2006/09/09 00:00:00+00,,DELIVERY 8,,1,2845,,0033,1,1391,,,,,,,,,,,1392,1,,,,,,0,COUNTY,11,1,59,19,,2845    0033,Y,Y,1764,,,68.4876557725823,213.863950165541
3880299,2006/09/09 00:00:00+00,,DELIVERY 5,,1,1053,N,0050,1,1155,,,,,,,,,,,1155,1,,,,,,0,69,68,1,83,26,,1053N   0050,Y,Y,4192,,,65.7391600447115,177.397853674061
3880300,2006/09/09 00:00:00+00,,DELIVERY 11,,1,3511,,0012,1,2976,,,,,,,,,,,2976,1,,,,,,0,COUNTY,38,1,87,24,,3511    0012,Y,Y,5221,,,97.9133004216891,457.407463488274
3880301,2006/09/09 00:00:00+00,,DELIVERY 5,,1,1010,,0068,1,1895,,,,,,,,,,,1895,1,,,,,,0,24,6,1,27,17,,1010    0068,Y,Y,2359,,,93.1013005673244,290.962653055367
3880302,2006/09/09 00:00:00+00,,DELIVERY 12,,1,2222,,0014,1,43451,,,,,,,,,,,43399,1,,,,,,0,SUB,111,1,22,7,,2222    0014,Y,Y,1094,,,433.737926144112,6681.49366544597
3880303,2006/09/09 00:00:00+00,,PHASE 1,,1,0519,,0044,1,1540,,,,,,,,,,,1540,1,,,,,,0,27,102,1,65,17,,0519    0044,Y,Y,2877,,,77.9125011730173,236.652812238782
3880304,2006/09/09 00:00:00+00,,DELIVERY 13,,1,2528,,0311,1,15650,,,,,,,,,,,15650,1,,,,,,0,SUB,196,1,24,7,,2528    0311,Y,Y,1103,,,200.807425897322,2405.41686202193
3880305,2006/09/09 00:00:00+00,,PHASE 1,,1,0619,,0155,1,2031,,,,,,,,,,,2031,1,,,,,,0,25,174,1,66,33,,0619    0155,Y,Y,2957,,,95.3714342345756,312.045109075229
3880306,2006/09/09 00:00:00+00,,DELIVERY 5,,1,1058,,0050,1,1129,,,,,,,,,,,1129,1,,,,,,0,25,60,1,53,40,,1058    0050,Y,Y,2699,,,62.3801009607405,173.323987889288
3880307,2007/07/10 00:00:00+00,2006/09/22 00:00:00+00,,,1,4445,,0138,1,3111,,,,,,,,,,,3111,,,,,,,0,201,58,1,61,44,,4445    0138,Y,Y,1868,,,98.2961029113622,478.003869608667
3880308,2006/09/09 00:00:00+00,,DELIVERY 8,,1,3638,,0007,1,2110,,,,,,,,,,,,1,,,,,,0,SUB,15,1,53,10,,3638    0007,Y,Y,3082,,,87.3322660370482,324.378303531448
3880309,2013/02/13 00:00:00+00,2006/03/31 00:00:00+00,,,1,0891,,0085,1,2202,,,,,,,,,,,2202,,,,,,,0,200,55,1,84,49,,0891    0085,Y,Y,4244,,,105.005200146808,338.310360722404
3880310,2006/09/09 00:00:00+00,,DELIVERY 6,,1,1047,,0080,1,2050,,,,,,,,,,,2050,1,,,,,,0,43,177,1,87,9,,1047    0080,Y,Y,4270,,,96.1308008768841,314.741731191735
3880311,2006/09/09 00:00:00+00,,PHASE 1,,1,0153,,0059,1,1655,,,,,,,,,,,,1,,,,,,0,CONDO_00022,26,1,22,26,,0153    0059,Y,Y,2104,,,81.5576436519913,254.364044803623
3880312,2006/09/09 00:00:00+00,,PHASE 1,,1,0069,,0150,1,2250,,,,,,,,,,,,1,,,,,,0,CONDO_00023,3,1,23,3,,0069    0150,Y,Y,1026,,,90.0556119609499,345.738852793732
3880313,2006/09/09 00:00:00+00,,PHASE 1,,1,0016,,0105,1,2639,,,,,,,,,,,2639,1,,,,,,0,CONDO_00034,44,1,34,44,,0016    0105,Y,Y,2005,,,92.562616216279,405.396316041621
3880314,2013/10/25 00:00:00+00,1936/05/01 00:00:01+00,DELIVERY 9,,1,4082,,0037,1,3795,,,,,,,,,,,3795,1,,,,,,0,103,188,1,99,4,,4082    0037,Y,Y,5735,,,113.222214252205,583.128642367937
3880315,2006/09/09 00:00:00+00,,PHASE 1,,1,0240,,0040,1,2000,,,,,,,,,,,2000,1,,,,,,0,CONDO_00035,6,1,35,6,,0240    0040,Y,Y,0008,,,94.2151052026893,307.368685744271
3880316,2007/07/27 00:00:00+00,2007/02/02 00:00:00+00,,,1,3511,,0030,1,7650,,,,,,,,,,,7650,,,,,,,0,201,144,1,24,25,,3511    0030,Y,Y,1850,,,139.365379920567,1175.74562168953
3880317,2006/09/09 00:00:00+00,,DELIVERY 15,,1,6254,,0001,1,44075,,,,,,,,,,,44184,1,,,,,,0,125,96,1,41,17,,6254    0001,Y,Y,1302,,,337.430840612955,6756.8220490964
3880318,2006/09/09 00:00:00+00,,DELIVERY 10,,1,3883,,0019,1,14805,,,,,,,,,,,14806,1,,,,,,0,CONDO,174,1,30,38,,3883    0019,Y,Y,3025,,,193.026333253251,2276.62910927313
3880319,2006/09/09 00:00:00+00,,PHASE 1,,1,0340,,0057,1,1540,,,,,,,,,,,1540,1,,,,,,0,WBM,245,1,74,9,,0340    0057,Y,Y,4020,,,81.2992033697918,236.670051712862
3880320,2006/09/09 00:00:00+00,,PHASE 1,,1,0150,,0246,1,1360,,,,,,,,,,,1360,1,,,,,,0,CONDO_00033,35,1,33,35,,0150    0246,Y,Y,0003,,,76.1586069784531,209.047005789125
3880321,2006/09/09 00:00:00+00,,DELIVERY 11,,1,5673,,0015,1,45020,,,,,,,,,,,45020,1,,,,,,0,113,41,1,20,8,,5673    0015,Y,Y,1279,,,345.6300281162,6909.34566042879
3880322,2013/06/13 00:00:00+00,2012/12/05 00:00:00+00,,,1,2894,,0096,1,2008,,,,,,,,,,,2018,,,,,,,0,206,199,1,79,50,,2894    0096,Y,Y,5051,,,101.83697002469,308.754956812949
3880323,2006/09/09 00:00:00+00,,PHASE 1,,1,0209,,0098,1,30870,,,,,,,,,,,30870,1,,,,,,0,B,31,1,51,28,,0209    0098,Y,Y,2675,,,339.078221952516,4743.85215342161
3880324,2006/09/09 00:00:00+00,,DELIVERY 4,,1,0919,,0039,1,9380,,,,,,,,,,,9379,1,,,,,,0,169,81,1,21,37,,0919    0039,Y,Y,2340,,,151.501851311936,1440.60386943442
3880325,2009/04/30 00:00:00+00,2009/03/20 00:00:00+00,,,1,3654,,0019,1,4708,,,,,,,,,,,4708,,,,,,,0,203,164,1,82,36,,3654    0019,Y,Y,3210,,,132.104100168204,723.855063167607
3880326,2008/03/31 00:00:00+00,2007/08/02 00:00:00+00,,,1,4054,,0110,1,2930,,,,,,,,,,,2964,,,,,,,0,202,45,1,66,36,,4054    0110,Y,Y,1995,,,94.5549222085961,450.169322484335
3880327,2006/09/09 00:00:00+00,,PHASE 1,,1,0273,,0063,1,1307,,,,,,,,,,,1307,1,,,,,,0,32,51,1,71,12,,0273    0063,Y,Y,2967,,,74.1987038452228,200.840085136882
3880328,2006/09/09 00:00:00+00,,DELIVERY 7,,1,0973,,0064,1,2230,,,,,,,,,,,2230,1,,,,,,0,166,181,1,94,22,,0973    0064,Y,Y,5504,,,102.236800375122,342.357071383615
3880329,2006/09/09 00:00:00+00,,DELIVERY 11,,1,3559,,0031,1,4691,,,,,,,,,,,4691,1,,,,,,0,CONDO,130,1,45,13,,3559    0031,Y,Y,3041,,,112.552569510653,721.104921457613
3880330,2006/09/09 00:00:00+00,,DELIVERY 8,,1,2676,,0792,1,1908,,,,,,,,,,,1908,1,,,,,,0,SUB,136,1,76,2,,2676    0792,Y,Y,1440,,,96.6823993130275,293.369360705086
3880331,2006/09/09 00:00:00+00,,DELIVERY 7,,1,3127,,0095,1,2520,,,,,,,,,,,2520,1,,,,,,0,COUNTY,9,1,78,28,,3127    0095,Y,Y,5024,,,124.088000801361,387.343272816028
3880332,2006/09/09 00:00:00+00,,PHASE 1,,1,0441,,0037,1,2500,,,,,,,,,,,2500,1,,,,,,0,B,110,1,57,7,,0441    0037,Y,Y,2693,,,97.8892024372867,384.229392121197
3880333,2006/09/09 00:00:00+00,,DELIVERY 12,,1,2222,,0012,1,33223,,,,,,,,,,,33228,1,,,,,,0,SUB,18,1,27,22,,2222    0012,Y,Y,1092,,,329.197493566999,5108.93498669884
3880334,2006/09/09 00:00:00+00,,MAINTENANCE,,1,0247,,0102,1,13247,,,,,,,,,,,13271,1,,,,,,0,198,185,1,58,44,,0247    0102,Y,Y,3113,,,212.664050441808,2035.39617325782
3880335,2006/09/09 00:00:00+00,,DELIVERY 11,,1,3522,,0049,1,3960,,,,,,,,,,,3960,1,,,,,,0,CONDO,93,1,46,17,,3522    0049,Y,Y,1501,,,105.134100134064,608.557427494425
3880336,2006/09/09 00:00:00+00,,DELIVERY 12,,1,2106,,0104,1,104571,,,,,,,,,,,108046,1,,,,,,0,SUB,190,1,2,1,,2106    0104,Y,Y,1084,,,549.428692096529,16079.3800301256
3880337,2006/09/09 00:00:00+00,,DELIVERY 11,,1,5670,,0030,1,3478,,,,,,,,,,,3478,1,,,,,,0,167,109,1,21,11,,5670    0030,Y,Y,1272,,,114.858337702703,533.81814393386
3880338,2015/06/03 00:00:00+00,2015/03/19 00:00:00+00,,,1,2720,,0071,1,5400,,,,,,,,,,,5400,,,,,,,0,209,138,1,91,17,,2720    0071,Y,Y,5380,,,129.327508943195,830.901731308137
3880339,2006/09/09 00:00:00+00,,DELIVERY 4,,1,0049,,0040,1,1930,,,,,,,,,,,1930,1,,,,,,0,85,119,1,108,28,,0049    0040,Y,Y,9999,,,96.5903140474534,296.539332874672
3880340,2006/09/09 00:00:00+00,,PHASE 1,,1,0069,,0007,1,2033,,,,,,,,,,,,1,,,,,,0,WF,214,1,104,35,,0069    0007,Y,Y,9999,,,94.4653131850939,312.406807543357
3880341,2018/07/02 00:00:00+00,2018/05/07 00:00:00+00,,,1,0070,,0199,1,7840,,,,,,,,,,,7840,,,,,,,0,213,199,1,110,29,,0070    0199,Y,Y,9999,,,150.60202073563,1204.68656933739
3880342,2017/10/26 00:00:00+00,2017/06/21 00:00:00+00,,,1,0110,,0070,1,3380,,,,,,,,,,,3380,,,,,,,0,212,141,1,108,8,,0110    0070,Y,Y,9999,,,129.050415372846,519.490775404654
3880343,2006/09/09 00:00:00+00,,DELIVERY 6,,1,2786,,0184,1,12100,,,,,,,,,,,12100,1,,,,,,0,SUB,118,1,72,18,,2786    0184,Y,Y,3180,,,173.378311346225,1862.5066543873
3880344,2006/09/09 00:00:00+00,,PHASE 1,,1,0151,,0169,1,1695,,,,,,,,,,,,1,,,,,,0,CONDO_00031,38,1,24,38,,0151    0169,Y,Y,2079,,,91.2391405124895,260.536835714842
3880345,2006/09/09 00:00:00+00,,DELIVERY 4,,1,0894,,0046,1,2376,,,,,,,,,,,2376,1,,,,,,0,192,81,1,47,30,,0894    0046,Y,Y,2574,,,106.144400139692,364.912138270812
3880346,2006/09/09 00:00:00+00,,PHASE 1,,1,0152,,0196,1,5782,,,,,,,,,,,5778,1,,,,,,0,CONDO_00039,3,1,39,3,,0152    0196,Y,Y,2101,,,118.626395838257,888.670256678097
3880347,2006/09/09 00:00:00+00,,PHASE 1,,1,0014,,0048,1,1003,,,,,,,,,,,,1,,,,,,0,CONDO_00023,27,1,23,27,,0014    0048,Y,Y,1003,,,62.5367107781941,154.113345228344
3880348,2006/09/09 00:00:00+00,,DELIVERY 11,,1,5797,,0120,1,37589,,,,,,,,,,,37375,1,,,,,,0,149,37,1,63,40,,5797    0120,Y,Y,1869,,,345.582790185056,5768.58295000403
3880349,2006/09/09 00:00:00+00,,DELIVERY 7,,1,3123,,0036,1,1666,,,,,,,,,,,1667,1,,,,,,0,COUNTY,75,1,68,28,,3123    0036,Y,Y,1979,,,91.3426007599318,256.083266810618
3880350,2006/09/09 00:00:00+00,,DELIVERY 12,,1,5729,,0068,1,11104,,,,,,,,,,,11103,1,,,,,,0,132,169,1,64,36,,5729    0068,Y,Y,1883,,,165.670974449858,1703.79499873113
3880351,2013/09/09 00:00:00+00,2013/04/23 00:00:00+00,,,1,3561,,0047,1,1783,,,,,,,,,,,1783,,,,,,,0,207,102,1,84,43,,3561    0047,Y,Y,5181,,,92.2614000267065,274.079090891446
3880352,2006/09/09 00:00:00+00,,DELIVERY 8,,1,2551,,0082,1,5024,,,,,,,,,,,5060,1,,,,,,0,SUB,34,1,34,3,,2551    0082,Y,Y,4004,,,113.456593823465,772.294958008898
3880353,2006/09/09 00:00:00+00,,DELIVERY 15,,1,2583,,0371,1,9228,,,,,,,,,,,9228,1,,,,,,0,SUB,195,1,38,52,,2583    0371,Y,Y,1217,,,160.701545593139,1418.56290909576
3880354,2006/09/09 00:00:00+00,,DELIVERY 5,,1,1066,,0050,1,2100,,,,,,,,,,,2100,1,,,,,,0,116,135,1,90,19,,1066    0050,Y,Y,4319,,,82.6971010701098,322.456921758148
3880355,2006/09/09 00:00:00+00,,DELIVERY 7,,1,2844,,0119,1,2975,,,,,,,,,,,2975,1,,,,,,0,SUB,22,1,81,34,,2844    0119,Y,Y,5083,,,132.55750655657,457.468986592087
3880356,2006/09/09 00:00:00+00,,PHASE 1,,1,0519,,0054,1,948,,,,,,,,,,,948,1,,,,,,0,27,102,1,80,29,,0519    0054,Y,Y,4161,,,60.6828300570149,145.656275792378
3880357,2006/09/09 00:00:00+00,,DELIVERY 11,,1,3520,,0117,1,1575,,,,,,,,,,,1575,1,,,,,,0,COUNTY,29,1,80,30,,3520    0117,Y,Y,5115,,,84.3988003120252,242.036504864767
3880358,2006/09/09 00:00:00+00,,DELIVERY 5,,1,0931,,0026,1,1413,,,,,,,,,,,1413,1,,,,,,0,37,18,1,96,16,,0931    0026,Y,Y,5526,,,64.2318002017246,217.081233616718
3880359,2006/09/09 00:00:00+00,,DELIVERY 8,,1,1873,,0127,1,10518,,,,,,,,,,,10764,1,,,,,,0,45,23,1,27,13,,1873    0127,Y,Y,3008,,,164.813828035043,1618.56214308482
3880360,2006/09/09 00:00:00+00,,DELIVERY 7,,1,3117,,0079,1,1137,,,,,,,,,,,1137,1,,,,,,0,COUNTY,7,1,77,29,,3117    0079,Y,Y,5003,,,68.3666003357826,174.804192300162
3880361,2006/09/09 00:00:00+00,,DELIVERY 10,,1,4052,,0117,1,5303,,,,,,,,,,,5241,1,,,,,,0,103,79,1,93,33,,4052    0117,Y,Y,5419,,,123.552273591341,814.86339021754
3880362,2006/09/09 00:00:00+00,,PHASE 1,,1,0015,,0051,1,4400,,,,,,,,,,,4400,1,,,,,,0,CONDO_00034,15,1,31,2,,0015    0051,Y,Y,2003,,,120.91672089676,676.029073927372
3880363,2006/09/09 00:00:00+00,,DELIVERY 10,,1,3037,,0071,1,3335,,,,,,,,,,,3347,1,,,,,,0,SUB,191,1,98,18,,3037    0071,Y,Y,5643,,,113.87864685812,512.859069850777
3880364,2006/09/09 00:00:00+00,,DELIVERY 6,,1,2859,,0056,1,2373,,,,,,,,,,,2373,1,,,,,,1,COUNTY,171,1,47,38,,2859    0056,Y,Y,1528,,,116.07750606553,364.761161912695
3880365,2006/09/09 00:00:00+00,,DELIVERY 6,,1,2859,,0093,1,4600,,,,,,,,,,,4600,1,,,,,,0,SUB,190,1,81,8,2014/03/10 00:00:00+00,2859    0093,Y,Y,5084,,,114.574906010841,707.140277007832
3880366,2006/09/09 00:00:00+00,,DELIVERY 14,,1,5440,,0040,1,3130,,,,,,,,,,,3128,1,,,,,,0,186,67,1,41,26,,5440    0040,Y,Y,1265,,,101.071588106394,480.569945479968
3880367,2015/05/12 00:00:00+00,2015/02/23 00:00:00+00,,,1,5807,,0016,1,43100,,,,,,,,,,,43849,,,,,,,0,209,92,1,95,3,,5807    0016,Y,Y,5508,,,358.088888354332,6614.24989133132
3880368,2006/09/09 00:00:00+00,,PHASE 1,,1,0444,,0184,1,1785,,,,,,,,,,,1785,1,,,,,,0,17,16,1,49,31,,0444    0184,Y,Y,2618,,,95.5131023794811,274.336330396007
3880369,2006/09/09 00:00:00+00,,PHASE 1,,1,0653,,0100,1,1400,,,,,,,,,,,1400,1,,,,,,0,194,158,1,46,47,,0653    0100,Y,Y,2562,,,75.1273004807527,214.83130664462
3880370,2006/09/09 00:00:00+00,,DELIVERY 6,,1,1708,,0020,1,60244,,,,,,,,,,,60206,1,,,,,,0,28,24,1,28,24,,1708    0020,Y,Y,2440,,,411.000502425574,9261.15834047468
3880371,2006/09/09 00:00:00+00,,PHASE 1,,1,0396,,0029,1,1884,,,,,,,,,,,1888,1,,,,,,0,47,103,1,75,30,,0396    0029,Y,Y,4066,,,79.6359942483892,289.547674408279
3880372,2006/09/09 00:00:00+00,,DELIVERY 7,,1,2849,,0031,1,4600,,,,,,,,,,,,1,,,,,,0,COUNTY,131,1,47,34,,2849    0031,Y,Y,1530,,,114.409906212323,707.250444251931
3880373,2006/09/09 00:00:00+00,,DELIVERY 7,,1,3119,,0020,1,1788,,,,,,,,,,,1788,1,,,,,,0,COUNTY,88,1,83,17,,3119    0020,Y,Y,5134,,,86.0369008002434,274.854686301666
3880374,2013/06/11 00:00:00+00,2013/02/21 00:00:00+00,,,1,2580,,0521,1,14696,,,,,,,,,,,14695,,,,,,,0,207,46,1,87,6,,2580    0521,Y,Y,5213,,,202.949556507779,2259.1051598557
3880375,2006/09/09 00:00:00+00,,PHASE 1,,1,0653,,0093,1,1558,,,,,,,,,,,1558,1,,,,,,0,194,158,1,46,47,,0653    0093,Y,Y,2562,,,81.838300503661,239.217075412155
3880376,2016/05/27 00:00:00+00,2015/09/30 00:00:00+00,,,1,0210,,0130,1,12884,,,,,,,,,,,12884,,,,,,,1,210,99,1,43,14,2015/07/06 00:00:00+00,0210    0130,Y,Y,2455,,,199.235992430133,1979.85640893909
3880377,2006/09/09 00:00:00+00,,PHASE 1,,1,0133,,0173,1,4000,,,,,,,,,,,4000,1,,,,,,0,CONDO_00034,48,1,34,48,,0133    0173,Y,Y,2058,,,109.862512073807,614.729247723291
3880378,2006/09/09 00:00:00+00,,DELIVERY 9,,1,2572,,0034,1,20100,,,,,,,,,,,20100,1,,,,,,0,SUB,192,1,27,2,,2572    0034,Y,Y,1212,,,222.726135167269,3089.79007333927
3880379,2006/09/09 00:00:00+00,,DELIVERY 12,,1,6239,S,0005,1,4300,,,,,,,,,,,4300,1,,,,,,0,119,47,1,42,16,,6239S   0005,Y,Y,1300,,,112.071514343514,659.175937242505
3880380,2006/09/09 00:00:00+00,,PHASE 1,,1,0361,,0122,1,1686,,,,,,,,,,,1686,1,,,,,,0,,,1,76,17,,0361    0122,Y,Y,4068,,,86.388503091753,259.180212671506
3880381,2006/09/09 00:00:00+00,1952/01/16 00:00:01+00,PILOT,,1,6163,,0122,1,7337,,,,,,,,,,,7337,1,,,,,,0,132,154,1,53,29,,6163    0122,Y,Y,1638,,,138.289500188984,1124.83310270983
3880382,2017/03/17 00:00:00+00,2016/05/06 00:00:00+00,,,1,0973,,0070,1,2202,,,,,,,,,,,2203,,,,,,,0,211,44,1,94,24,,0973    0070,Y,Y,5487,,,108.588700413738,338.112894152668
3880383,2017/05/25 00:00:00+00,2016/06/03 00:00:00+00,,,1,2892,,0121,1,2044,,,,,,,,,,,2007,,,,,,,0,211,58,1,97,18,,2892    0121,Y,Y,5591,,,127.078224712223,314.257985491506
3880384,2017/06/15 00:00:00+00,2017/01/19 00:00:00+00,,,1,0302,,0086,1,2376,,,,,,,,,,,2377,,,,,,,0,212,14,1,94,23,,0302    0086,Y,Y,5545,,,94.0418042281456,365.282750287197
3880385,2017/07/06 00:00:00+00,2016/09/30 00:00:00+00,,,1,3136,,0088,1,2000,,,,,,,,,,,2000,,,,,,,0,211,164,1,99,21,,3136    0088,Y,Y,5691,,,93.9949405711322,307.616745787372
3880386,2017/07/26 00:00:00+00,2016/09/13 00:00:00+00,,,1,0553,,0143,1,3848,,,,,,,,,,,3848,,,,,,,0,211,137,1,99,26,,0553    0143,Y,Y,5711,,,128.355501480888,591.240580962417
3880387,2017/08/02 00:00:00+00,2016/05/10 00:00:00+00,,,1,3206,,0120,1,1532,,,,,,,,,,,1531,,,,,,,0,211,48,1,97,13,,3206    0120,Y,Y,5585,,,85.3975046245649,235.719884952361
3880388,2018/02/16 00:00:00+00,2018/01/10 00:00:00+00,,,1,4045,,0044,1,1332,,,,,,,,,,,1333,,,,,,,0,213,117,1,123,23,,4045    0044,Y,Y,6669,,,88.8486279630712,204.76875230176
3880389,2015/07/06 00:00:00+00,2015/11/05 00:00:00+00,DELIVERY 5,,1,1084,,0064,1,3625,,,,,,,,,,,3625,1,,,,,,0,210,110,1,88,29,,1084    0064,Y,Y,4318,,,124.060502456918,556.813081789811
3880390,2022/02/27 00:00:00+00,2022/02/17 00:00:00+00,,,1,5945,,0031,1,21331,,,,,,,,,,,,1,,,,,,1,219,131,1,70,26,,5945    0031,N,Y,1334,,,269.271910699097,3271.90170269304
3880391,2006/09/09 00:00:00+00,,DELIVERY 9,,1,3817,,0021,1,4717,,,,,,,,,,,4743,1,,,,,,0,106,33,1,101,20,,3817    0021,Y,Y,9999,,,111.941829492346,725.443547599518
3880392,2006/09/09 00:00:00+00,,PHASE 1,,1,0152,,0193,1,2299,,,,,,,,,,,2299,1,,,,,,0,CONDO_00032,36,1,32,36,,0152    0193,Y,Y,2099,,,87.9343826792563,353.304635438915
3880393,2009/09/29 00:00:00+00,2009/09/10 00:00:00+00,,,1,0513,,0149,1,1235,,,,,,,,,,,1235,,,,,,,0,204,46,1,73,32,,0513    0149,Y,Y,2998,,,84.5405013810763,189.794326558345
3880394,2020/10/01 00:00:00+00,2019/03/26 00:00:00+00,,,1,0156,,0374,1,3420,,,,,,,,,,,3420,,,,,,,0,215,63,1,108,42,,0156    0374,Y,Y,9999,,,102.801210196331,525.563614511203
3880395,2006/09/09 00:00:00+00,,PHASE 1,,1,0156,,0231,1,1910,,,,,,,,,,,,1,,,,,,0,18,57,1,112,31,,0156    0231,Y,Y,9999,,,90.6742088252859,293.509973706269
3880396,2007/06/26 00:00:00+00,2006/03/22 00:00:00+00,,,1,0156,,0372,1,1140,,,,,,,,,,,1140,,,,,,,0,200,103,1,104,47,,0156    0372,Y,Y,9999,,,61.8709055878568,175.174925833589
3880397,2006/09/09 00:00:00+00,,PHASE 1,,1,0175,,0034,1,2007,,,,,,,,,,,2007,1,,,,,,0,71,104,1,102,34,,0175    0034,Y,Y,9999,,,94.0183077191645,308.462732667828
3880398,2006/09/09 00:00:00+00,,PHASE 1,,1,0191,,0099,1,1621,,,,,,,,,,,,1,,,,,,0,22,87,1,103,42,,0191    0099,Y,Y,9999,,,63.2177045987912,249.098831878473
3880399,2006/09/09 00:00:00+00,,PHASE 1,,1,0183,,0111,1,5725,,,,,,,,,,,5725,1,,,,,,0,182,188,0,100,13,,0183    0111,Y,Y,9999,,,128.855110612425,879.592885829549
3880400,2019/08/09 00:00:00+00,2019/03/28 00:00:00+00,,,1,0192,,0109,1,2160,,,,,,,,,,,2160,,,,,,,0,215,71,1,107,34,,0192    0109,Y,Y,9999,,,108.037307898094,331.990806904104
3880401,2006/09/09 00:00:00+00,,DELIVERY 11,,1,5636,,0065,1,3875,,,,,,,,,,,3875,1,,,,,,0,103,94,1,45,4,,5636    0065,Y,Y,1476,,,99.2841070841357,594.714242998789
3880402,2006/09/09 00:00:00+00,,PHASE 1,,1,0053,,0006,1,1229,,,,,,,,,,,1229,1,,,,,,0,CONDO_00043,44,1,43,44,,0053    0006,Y,Y,1017,,,64.9376078267634,188.864976596425
3880403,2006/09/09 00:00:00+00,,DELIVERY 14,,1,2668,,0068,1,4350,,,,,,,,,,,4350,1,,,,,,0,SUB,19,1,72,38,,2668    0068,Y,Y,1373,,,137.473145196584,668.740199105848
3880404,2006/09/09 00:00:00+00,,PHASE 1,,1,0178,,0035,1,1860,,,,,,,,,,,,1,,,,,,0,12,30,1,91,35,2016/07/21 00:00:00+00,0178    0035,Y,Y,5383,,,86.8812072980336,285.888250757984
3880405,2006/09/09 00:00:00+00,,DELIVERY 5,,1,1054,,0256,1,1824,,,,,,,,,,,1824,1,,,,,,0,89,36,1,52,37,,1054    0256,Y,Y,2671,,,77.5767988837208,280.239862865739
3880406,2006/09/09 00:00:00+00,,PHASE 1,,1,0482,,0064,1,1537,,,,,,,,,,,,1,,,,,,0,17,122,1,70,49,,0482    0064,Y,Y,2954,,,80.9354018694615,236.143252117738
3880407,2006/09/09 00:00:00+00,,DELIVERY 6,,1,2827,S,0117,1,1799,,,,,,,,,,,1799,1,,,,,,0,SUB,153,1,96,10,,2827S   0117,Y,Y,5514,,,84.942505403976,276.608409292807
3880408,2006/09/09 00:00:00+00,,DELIVERY 7,,1,3104,,0043,1,1563,,,,,,,,,,,1563,1,,,,,,0,COUNTY,59,1,72,45,,3104    0043,Y,Y,1378,,,78.2635111481782,240.181427100806
3880409,2006/09/09 00:00:00+00,,DELIVERY 14,,1,4547,,0064,1,4080,,,,,,,,,,,4080,1,,,,,,0,105,57,1,84,12,,4547    0064,Y,Y,4225,,,120.852203383991,626.755177732002
