OBJECTID,CREATION_DT,RECORDATION_DT,NARRATIVE,EXPIRATION_DT,STATUS,SQUARE,SUFFIX,LOT,LOT_TYPE,COMPUTED_AREA_SF,SURVEYED_AREA_SF,MAR_ID,IS_REAR_OF,BLDG_NUM,BLDG_NUM_EXT,BLDG_NUM_END_RANGE,BLDG_EXT_END_RANGE,QUADRANT,ZIP5,ZIP4,RECORD_AREA_SF,CONV_TOLERANCE_TYPE,CONV_TOLERANCE_VALUE,CONV_TOLERANCE_RESOLUTION,RECORDLOTSPLYID,PARCELSPLYID,SQUAREPLYID,OF_LOT_SEQ,BOOK_NUM,PAGE_NUM,UNDERLIES_CONDO,CONDO_BOOK_NUM,CONDO_PAGE_NUM,KILL_DT,SSL,COL,CONDOLOT,CONDO_REGIME_NUM,AREA,LEN,SHAPE_Length,SHAPE_Area
3883600,2016/04/22 00:00:00+00,2015/07/13 00:00:00+00,,,1,3244,,0064,1,1727,,,,,,,,,,,1727,,,,,,,0,210,6,1,90,50,,3244    0064,Y,Y,5302,,,114.833243329616,265.591178683391
3883601,2006/09/09 00:00:00+00,,MAINTENANCE,,1,3566,,0075,1,1430,,,,,,,,,,,1430,1,,,,,,0,197,108,1,61,10,,3566    0075,Y,Y,1816,,,76.2906000061224,219.745577359583
3883602,2006/09/09 00:00:00+00,,PHASE 1,,1,0179,,0056,1,2319,,,,,,,,,,,2200,1,,,,,,0,WF,103,1,52,40,,0179    0056,Y,Y,2704,,,102.628308477689,356.333246891517
3883603,2006/09/09 00:00:00+00,,DELIVERY 15,,1,4327,,0001,1,448734,,,,,,,,,,,448731,1,,,,,,0,180,182,1,24,42,,4327    0001,Y,Y,3043,,,1143.4967276365,68990.0426038193
3883604,2006/09/09 00:00:00+00,1952/01/16 00:00:01+00,PILOT,,1,6163,,0119,1,7337,,,,,,,,,,,7337,1,,,,,,0,132,154,1,60,32,,6163    0119,Y,Y,1770,,,138.289500252868,1124.83310373736
3883605,2006/09/09 00:00:00+00,1952/01/16 00:00:01+00,PILOT,,1,6163,,0120,1,7337,,,,,,,,,,,7337,1,,,,,,0,132,154,1,62,49,,6163    0120,Y,Y,1840,,,138.292100228694,1124.8889562575
3883606,2006/09/09 00:00:00+00,,PHASE 1,,1,0179,,0107,1,14165,,,,,,,,,,,14165,1,,,,,,0,CONDO_00023,19,1,23,19,,0179    0107,Y,Y,2173,,,188.912953506299,2176.73763345737
3883607,2006/09/09 00:00:00+00,,DELIVERY 9,,1,3038,,0053,1,1600,,,,,,,,,,,1600,1,,,,,,0,COUNTY,46,1,60,12,,3038    0053,Y,Y,1778,,,78.5207425659156,246.023881882425
3883608,2014/05/19 00:00:00+00,2014/03/20 00:00:00+00,,,1,0347,,0023,1,11790,,,,,,,,,,,11790,,,,,,,0,208,75,1,97,23,,0347    0023,Y,Y,5618,,,171.780607163435,1811.16628790548
3883609,2011/07/01 00:00:00+00,2011/06/27 00:00:00+00,"SEE CONDO BOOK 81, PAGE 28 CONDOS (2024 & 2025) KILLED AIR RIGHTS LOTS (7001,7033,7036) & TAX LOTS (860,862,863,868,869,876) ON 3/19/2014",,2,0441,,7001,3,4079,,,,,,,,,,,4078,,,,,,,,,,1,81,28,2014/03/19 00:00:00+00,0441    7001,N,Y,4182,,,111.004925663171,626.872673990206
3883610,2011/10/26 00:00:00+00,2011/10/26 00:00:00+00,"SEE CONDO BOOK 81, PAGE 28 CONDOS (2024 & 2025) KILLED AIR RIGHTS LOTS (7001,7033,7036) & TAX LOTS (860,862,863,868,869,876) ON 3/19/2014",,2,0441,,7033,3,1289,,,,,,,,,,,1289,,,,,,,,,,1,81,28,2014/03/19 00:00:00+00,0441    7033,N,Y,4182,,,60.5524016212951,198.168999801069
3883611,2015/08/19 00:00:00+00,2015/07/22 00:00:00+00,"SEE CONDO BOOK 92, PAGE 30 (CONDOS 2001 & 2002) KILLED AIR RIGHTS LOTS (7000 & 7001) AND TAX LOT 830 ON 9/30/2016",,2,0340,,7000,3,4484,,,,,,,,,,,4484,,,,,,,,,,1,92,30,2016/09/30 00:00:00+00,0340    7000,N,Y,5309,,,142.814406072839,688.90857690627
3883612,2016/08/03 00:00:00+00,2015/12/21 00:00:00+00,"AIR RIGHTS LOT KILLED BY CONDO BOOK 88, PAGE 35 (CONDOS 2001 & 2002) ON 3/3/2016",,2,0162,,7000,3,41994,,,,,,,,,,,41301,,,,,,,,,,1,88,35,2016/03/03 00:00:00+00,0162    7000,N,Y,5252,,,728.747250272322,6452.3292416537
3883613,2014/12/22 00:00:00+00,2014/12/03 00:00:00+00,"SEE CONDO BOOK 88, PAGE 23 (CONDOS 2022 - 2043) KILLED TAX LOT 831 & AIR RIGHTS LOT 7000 ON 1/19/2016",,2,0202,,7000,3,2194,,,,,,,,,,,2194,,,,,,,,,,1,88,23,2016/01/19 00:00:00+00,0202    7000,N,Y,4295,,,77.8595048552273,337.193014056076
3883614,2015/08/19 00:00:00+00,2015/07/22 00:00:00+00,"SEE CONDO BOOK 92, PAGE 30 (CONDOS 2001 & 2002) KILLED AIR RIGHTS LOTS (7000 & 7001) AND TAX LOT 830 ON 9/30/2016",,2,0340,,7001,3,4484,,,,,,,,,,,4484,,,,,,,,,,1,92,30,2016/09/30 00:00:00+00,0340    7000,N,Y,5309,,,142.814406072839,688.90857690627
3883615,2007/09/13 00:00:00+00,2005/09/13 00:00:00+00,"SEE CONDO BOOK 50, PAGE 3 (CONDOS 2001 - 2070) KILLED AIR RIGHTS LOT 7000 AND INTO LCE ONLY ON 7/26/2004.",,2,1184,,7000,3,11194,,,,,,,,,,,,,,,,,,,,,1,50,3,2004/07/26 00:00:00+00,1184    7000,N,Y,2624,,,179.956068827736,1719.78685470216
3883616,2008/04/29 00:00:00+00,2007/04/25 00:00:00+00,"SEE CONDO BOOK 63 PAGE 12 (CONDOS 2001 - 2247) KILLED TAX LOTS (842 - 845) & AIR RIGHTS LOTS (7000, 7001, 7004 - 7007, & 7009) ON 8/21/2007.",,2,1045,,7000,3,82770,,,,,,,,,,,82521,,,,,,,,,,1,63,12,2007/08/21 00:00:00+00,1045    7000,N,Y,2860,,,568.383301920612,12708.6018486685
3883617,2008/04/29 00:00:00+00,2007/04/25 00:00:00+00,"SEE CONDO BOOK 63 PAGE 12 (CONDOS 2001 - 2247) KILLED TAX LOTS (842 - 845) & AIR RIGHTS LOTS (7000, 7001, 7004 - 7007, & 7009) ON 8/21/2007.",,2,1045,,7005,3,144,,,,,,,,,,,144,,,,,,,,,,1,63,12,2007/08/21 00:00:00+00,1045    7005,N,Y,2860,,,27.9483305890552,22.1500907314841
3883618,2007/09/19 00:00:00+00,2005/03/22 00:00:00+00,SEE CONDO BOOK 60 PAGE 15 (CONDOS 5001 - 5010) KILLED AIR RIGHTS LOTS (7001 & 7002) ON 9/28/2008.,,2,0377,,7001,3,3824,,,,,,,,,,,,,,,,,,,,,1,60,15,2008/09/28 00:00:00+00,0377    7001,N,Y,3119,,,143.703105278065,587.376147043714
3883619,2007/09/19 00:00:00+00,2005/03/22 00:00:00+00,SEE CONDO BOOK 60 PAGE 15 (CONDOS 5001 - 5010) KILLED AIR RIGHTS LOTS (7001 & 7002) ON 9/28/2008.,,2,0377,,7002,3,3824,,,,,,,,,,,,,,,,,,,,,1,60,15,2008/09/28 00:00:00+00,0377    7002,N,Y,3119,,,143.703105278065,587.376147043714
3883620,2006/09/09 00:00:00+00,,DELIVERY 4,,1,1118,,0025,1,3360,,,,,,,,,,,3360,1,,,,,,0,107,75,1,88,32,,1118    0025,Y,Y,5246,,,101.045329709032,516.060588484636
3883621,2007/08/24 00:00:00+00,2003/07/14 00:00:00+00,,,1,0341,,0073,1,5435,,,,,,,,,,,5411,,,,,,,0,197,30,1,24,8,,0341    0073,Y,Y,2589,,,120.892905038958,835.008906416216
3883622,2006/09/09 00:00:00+00,,MAINTENANCE,,1,0513,,0144,1,3950,,,,,,,,,,,3896,1,,,,,,0,197,169,1,48,11,,0513    0144,Y,Y,2603,,,114.149201790378,606.907887577247
3883623,2007/08/17 00:00:00+00,2007/03/29 00:00:00+00,,,1,0775,,0050,1,28312,,,,,,,,,,,28311,,,,,,,0,201,168,1,87,18,,0775    0050,Y,Y,4292,,,280.398600025358,4349.54059001313
3883624,2006/09/09 00:00:00+00,,MAINTENANCE,,1,0552,,0220,1,2565,,,,,,,,,,,2565,1,,,,,,0,199,197,1,24,12,,0552    0220,Y,Y,2777,,,95.75750097873,394.13828196681
3883625,2006/09/09 00:00:00+00,,DELIVERY 12,,1,2132,,0032,1,702599,,,,,,,,,,,702313,1,,,,,,0,SUB,164,1,93,19,,2132    0032,N,Y,5106,,,1420.8620850419,108012.092141698
3883626,2012/02/17 00:00:00+00,1943/02/25 00:00:01+00,DELIVERY 7,,1,1798,,0013,1,49438,,,,,,,,,,,49452,1,,,,,,0,121,12,1,32,4,,1798    0013,Y,Y,1066,,,388.522697849805,7603.1831481326
3883627,2016/04/13 00:00:00+00,2015/06/26 00:00:00+00,,,1,2906,,0093,1,2704,,,,,,,,,,,2700,,,,,,,0,209,198,1,98,5,,2906    0093,Y,Y,5631,,,121.059208068218,415.834351998077
3883628,2006/09/09 00:00:00+00,,PHASE 1,,1,0132,,0211,1,1921,,,,,,,,,,,,1,,,,,,0,16,158,1,72,12,,0132    0211,Y,Y,2975,,,90.8614101793594,295.204739980776
3883629,2006/09/09 00:00:00+00,,DELIVERY 7,,1,2838,,0028,1,1595,,,,,,,,,,,,1,,,,,,0,COUNTY,1,1,63,43,,2838    0028,Y,Y,1858,,,87.725729268154,245.319373829985
3883630,2006/09/09 00:00:00+00,,DELIVERY 10,,1,4545,,0128,1,3036,,,,,,,,,,,3036,1,,,,,,0,96,68,1,52,13,,4545    0128,Y,Y,2662,,,98.0758019187451,466.33573849539
3883631,2006/09/09 00:00:00+00,,DELIVERY 11,,1,5673,,0002,1,13104,,,,,,,,,,,13101,1,,,,,,0,113,30,1,20,17,,5673    0002,Y,Y,1280,,,188.757855744463,2011.05740623607
3883632,2006/09/09 00:00:00+00,,DELIVERY 4,,1,0819,,0021,1,1302,,,,,,,,,,,,1,,,,,,0,18,104,1,37,56,,0819    0021,Y,Y,2315,,,66.6119999996496,199.892500517747
3883633,2006/09/09 00:00:00+00,,DELIVERY 13,,1,2830,,0143,1,2527,,,,,,,,,,,2527,1,,,,,,0,SUB,33,1,85,50,,2830    0143,Y,Y,5202,,,131.749806261633,388.593964110136
3883634,2006/09/09 00:00:00+00,,DELIVERY 10,,1,4473,,0048,1,1851,,,,,,,,,,,1851,1,,,,,,0,24,1,1,121,38,,4473    0048,Y,Y,6686,,,94.8608021511399,284.409887110262
3883635,2006/09/09 00:00:00+00,,PHASE 1,,1,0131,,0053,1,2306,,,,,,,,,,,2306,1,,,,,,0,CONDO_00028,10,1,28,10,,0131    0053,Y,Y,0002,,,90.5552535302182,354.415265252736
3883636,2006/09/09 00:00:00+00,,PHASE 1,,1,0067,,0061,1,6200,,,,,,,,,,,6200,1,,,,,,0,CONDO_00026,48,1,24,10,,0067    0061,Y,Y,1019,,,126.950717943736,952.768624442038
3883637,2006/09/09 00:00:00+00,,DELIVERY 14,,1,3040,,0033,1,7361,,,,,,,,,,,7248,1,,,,,,0,COUNTY,126,1,46,35,,3040    0033,Y,Y,1548,,,162.75176852432,1131.9204339587
3883638,2006/09/09 00:00:00+00,,DELIVERY 10,,1,4055,,0107,1,1916,,,,,,,,,,,1904,1,,,,,,0,78,36,1,55,27,,4055    0107,Y,Y,1672,,,101.777000710067,294.430337436282
3883639,2006/09/09 00:00:00+00,,DELIVERY 5,,1,1082,,0058,1,32746,,,,,,,,,,,32746,1,,,,,,0,120,174,1,73,15,,1082    0058,Y,Y,2922,,,340.245706654221,5029.57637392037
3883640,2006/09/09 00:00:00+00,,PHASE 1,,1,0277,,0045,1,1800,,,,,,,,,,,,1,,,,,,0,11,104,1,69,28,,0277    0045,Y,Y,2841,,,92.6465046996847,276.603210717657
3883641,2010/08/04 00:00:00+00,2010/01/06 00:00:00+00,,,1,4048,,0066,1,1931,,,,,,,,,,,1932,,,,,,,0,204,101,1,78,27,,4048    0066,Y,Y,5064,,,91.3720436057085,296.713858860709
3883642,2010/08/04 00:00:00+00,2010/01/06 00:00:00+00,,,1,4048,,0065,1,1987,,,,,,,,,,,1992,,,,,,,0,204,101,1,78,27,,4048    0065,Y,Y,5064,,,93.5623926030778,305.342226269609
3883643,2022/02/23 00:00:00+00,2021/03/02 00:00:00+00,,,1,4048,,0076,1,2538,,,,,,,,,,,2681,,,,,,,0,218,50,1,116,7,,4048    0076,Y,Y,9999,,,107.71852763987,389.973069969648
3883644,2006/09/09 00:00:00+00,,DELIVERY 9,,1,3869,,0028,1,4950,,,,,,,,,,,4950,1,,,,,,0,SUB,24,1,107,12,,3869    0028,Y,Y,9999,,,121.59516224996,760.899256705036
3883645,2006/09/09 00:00:00+00,,DELIVERY 9,,1,3869,,0027,1,4950,,,,,,,,,,,4950,1,,,,,,0,SUB,24,1,106,16,,3869    0027,Y,Y,9999,,,121.596660389237,760.929827956197
3883646,2021/11/10 00:00:00+00,2021/02/05 00:00:00+00,,,1,3869,,0033,1,10126,,,,,,,,,,,10355,,,,,,,0,218,19,1,119,41,,3869    0033,Y,Y,9999,,,164.700990731211,1556.55146991476
3883647,2006/09/09 00:00:00+00,,DELIVERY 14,,1,3357,,0039,1,6353,,,,,,,,,,,6353,1,,,,,,0,SUB,8,1,111,21,,3357    0039,Y,Y,9999,,,138.865923936693,977.89772366798
3883648,2006/09/09 00:00:00+00,,DELIVERY 15,,1,4325,,0045,1,69960,,,,,,,,,,,69984,1,,,,,,0,177,196,1,37,4,,4325    0045,Y,Y,3031,,,484.055413886713,10756.4961433602
3883649,2017/10/06 00:00:00+00,2017/02/13 00:00:00+00,,,1,2571,,0108,1,3481,,,,,,,,,,,3481,,,,,,,0,212,20,1,97,33,,2571    0108,Y,Y,5610,,,115.274017205429,535.155354341252
3883650,2006/09/09 00:00:00+00,,DELIVERY 9,,1,3817,,0011,1,4500,,,,,,,,,,,4500,1,,,,,,0,106,33,1,125,30,,3817    0011,Y,Y,6767,,,109.757264559854,692.063657823288
3883651,2006/09/09 00:00:00+00,,DELIVERY 9,,1,3311,,0091,1,2598,,,,,,,,,,,2598,1,,,,,,0,68,27,1,124,24,,3311    0091,Y,Y,6745,,,127.99442666463,399.68394157432
3883652,2006/09/09 00:00:00+00,,DELIVERY 14,,1,3953,,0010,1,3964,,,,,,,,,,,3964,1,,,,,,0,114,2,1,125,49,,3953    0010,Y,Y,9999,,,117.141254236546,609.37508099861
3883653,2006/09/09 00:00:00+00,,DELIVERY 7,,1,2850,,0166,1,2150,,,,,,,,,,,2150,1,,,,,,0,78,120,1,123,34,,2850    0166,Y,Y,6768,,,95.1584049822347,330.554917446235
3883654,2006/09/09 00:00:00+00,,DELIVERY 9,,1,3314,,0039,1,1679,,,,,,,,,,,1679,1,,,,,,0,58,200,1,123,31,,3314    0039,Y,Y,6680,,,76.295009091657,258.143145211284
3883655,2006/09/09 00:00:00+00,,DELIVERY 13,,1,3034,,0159,1,1700,,,,,,,,,,,1700,1,,,,,,0,51,88,1,123,27,,3034    0159,Y,Y,6672,,,82.4495805424858,261.428420448378
3883656,2006/09/09 00:00:00+00,,DELIVERY 8,,1,3207,,0038,1,1593,,,,,,,,,,,1593,1,,,,,,0,68,92,1,125,23,,3207    0038,Y,Y,6765,,,84.3776854019528,245.097076483101
3883657,2006/09/09 00:00:00+00,,DELIVERY 8,,1,3207,,0035,1,2268,,,,,,,,,,,2410,1,,,,,,0,68,92,1,126,11,,3207    0035,Y,Y,9999,,,123.399212843965,348.874244465651
3883658,2006/09/09 00:00:00+00,,DELIVERY 8,,1,3236,,0088,1,2900,,,,,,,,,,,2900,1,,,,,,0,58,131,1,126,10,,3236    0088,Y,Y,9999,,,129.61196499398,446.012507526509
3883659,2006/09/09 00:00:00+00,,DELIVERY 8,,1,3236,,0070,1,2785,,,,,,,,,,,2785,1,,,,,,0,52,125,1,126,49,,3236    0070,Y,Y,9999,,,123.583028869961,428.327937154074
3883660,2006/09/09 00:00:00+00,,DELIVERY 14,,1,3953,,0005,1,4060,,,,,,,,,,,4059,1,,,,,,0,114,2,1,127,27,,3953    0005,Y,Y,9999,,,119.149450773945,624.043802874797
3883661,2006/09/09 00:00:00+00,,DELIVERY 13,,1,3034,,0182,1,2898,,,,,,,,,,,2885,1,,,,,,0,52,70,1,123,44,,3034    0182,Y,Y,6684,,,96.7202770695599,445.599375758488
3883662,2006/09/09 00:00:00+00,,DELIVERY 12,,1,2908,,0014,1,3904,,,,,,,,,,,3904,1,,,,,,0,COUNTY,19,1,71,1,,2908    0014,Y,Y,1343,,,142.291507135878,600.378895432702
3883663,2006/09/09 00:00:00+00,,PHASE 1,,1,0362,,0223,1,1734,,,,,,,,,,,,1,,,,,,0,45,12,1,45,3,,0362    0223,Y,Y,2522,,,87.348103268943,266.565803877767
3883664,2006/09/09 00:00:00+00,,PHASE 1,,1,0209,,0030,1,5000,,,,,,,,,,,,1,,,,,,0,CONDO_00044,5,1,44,5,,0209    0030,Y,Y,2514,,,117.523907388164,768.365908821652
3883665,2006/09/09 00:00:00+00,,DELIVERY 7,,1,2860,,0035,1,2672,,,,,,,,,,,,1,,,,,,0,COUNTY,124,1,42,12,,2860    0035,Y,Y,1248,,,125.366806903048,410.738429920668
3883666,2006/09/09 00:00:00+00,,PHASE 1,,1,0175,,0038,1,5834,,,,,,,,,,,5797,1,,,,,,0,CONDO_00037,38,1,37,38,,0175    0038,Y,Y,2156,,,131.767551351966,896.654600353143
3883667,2007/07/27 00:00:00+00,2007/03/29 00:00:00+00,,,1,2875,,1110,1,13420,,,,,,,,,,,13420,,,,,,,0,201,178,1,85,10,,2875    1110,Y,Y,5176,,,181.792163178824,2062.62782161721
3883668,2006/09/09 00:00:00+00,,PHASE 1,,1,0653,,0077,1,1342,,,,,,,,,,,1342,1,,,,,,0,194,158,1,46,47,,0653    0077,Y,Y,2562,,,72.6373004708009,206.070544589632
3883669,2006/09/09 00:00:00+00,,PHASE 1,,1,0176,,0076,1,1992,,,,,,,,,,,1992,1,,,,,,0,CONDO_00032,22,1,32,22,,0176    0076,Y,Y,2162,,,101.563518765058,306.208680752629
3883670,2006/09/09 00:00:00+00,,DELIVERY 9,,1,4051,,0004,1,2720,,,,,,,,,,,2720,1,,,,,,0,95,34,1,67,18,,4051    0004,Y,Y,1950,,,91.7178463666179,417.967964583431
3883671,2010/05/18 00:00:00+00,2010/03/17 00:00:00+00,,,1,0302,,0082,1,1427,,,,,,,,,,,1426,1,,,,,,0,204,131,1,73,11,,0302    0082,Y,Y,2992,,,86.1998039245318,219.416826429512
3883672,2006/09/09 00:00:00+00,,PHASE 1,,1,0315,,0003,1,4542,,,,,,,,,,,,1,,,,,,0,CONDO_00032,40,1,32,40,,0315    0003,Y,Y,2850,,,117.107752373924,697.91731615216
3883673,2009/04/22 00:00:00+00,2009/03/04 00:00:00+00,,,1,2801,,0096,1,6464,,,,,,,,,,,6457,,,,,,,0,203,151,1,74,35,,2801    0096,Y,Y,3191,,,121.404345792638,994.678860541651
3883674,2006/09/09 00:00:00+00,,MAINTENANCE,,1,0303,,0057,1,3895,,,,,,,,,,,3895,1,,,,,,0,199,120,1,55,20,,0303    0057,Y,Y,2750,,,106.553304836068,598.695819375021
3883675,2012/12/19 00:00:00+00,2012/02/13 00:00:00+00,,,1,2848,,0083,1,2472,,,,,,,,,,,2472,,,,,,,0,206,52,1,77,32,,2848    0083,Y,Y,5006,,,129.554907504279,379.998995022048
3883676,2013/09/09 00:00:00+00,2013/04/23 00:00:00+00,,,1,3561,,0048,1,1783,,,,,,,,,,,1783,,,,,,,0,207,102,1,84,42,,3561    0048,Y,Y,5180,,,92.2587000336527,274.027756320058
3883677,2006/09/09 00:00:00+00,,DELIVERY 7,,1,3127,,0092,1,2520,,,,,,,,,,,2520,1,,,,,,0,COUNTY,9,1,87,10,,3127    0092,Y,Y,5206,,,124.087900737339,387.343075887576
3883678,2006/09/09 00:00:00+00,,DELIVERY 13,,1,3034,,0139,1,1700,,,,,,,,,,,1700,1,,,,,,0,SUB,3,1,79,16,,3034    0139,Y,Y,5056,,,82.4498927582049,261.430904476816
3883679,2006/09/09 00:00:00+00,,DELIVERY 4,,1,0867,,0018,1,6133,,,,,,,,,,,,1,,,,,,0,3,867,1,35,14,,0867    0018,Y,Y,2329,,,142.245400060332,941.995928498699
3883680,2006/09/09 00:00:00+00,,PHASE 1,,1,0309,,0009,1,2043,,,,,,,,,,,2042,1,,,,,,0,B,112,1,57,45,,0309    0009,Y,Y,2752,,,91.2246042329436,313.885057856669
3883681,2013/10/08 00:00:00+00,2013/09/25 00:00:00+00,,,1,0523,,0028,1,1096,,,,,,,,,,,1099,,,,,,,0,207,191,1,90,35,,0523    0028,Y,Y,5359,,,60.7559271932064,168.464059474438
3883682,2006/09/09 00:00:00+00,,DELIVERY 9,,1,2894,,0073,1,1566,,,,,,,,,,,1566,1,,,,,,0,SUB,183,1,92,12,,2894    0073,Y,Y,5320,,,84.0262000377521,240.828821221806
3883683,2006/09/09 00:00:00+00,,DELIVERY 15,,1,2061,,0092,1,8750,,,,,,,,,,,8750,1,,,,,,0,SUB,10,1,22,22,,2061    0092,Y,Y,1081,,,158.744708348929,1345.66368310655
3883684,2017/05/03 00:00:00+00,2016/09/13 00:00:00+00,,,1,0242,,0098,1,2861,,,,,,,,,,,2862,,,,,,,0,211,136,1,95,16,,0242    0098,Y,Y,5568,,,109.867297317113,439.703959193236
3883685,2006/09/09 00:00:00+00,,PHASE 1,,1,0176,,0078,1,4840,,,,,,,,,,,4840,1,,,,,,0,CONDO_00033,28,1,33,28,,0176    0078,Y,Y,2161,,,120.854310386472,743.885591880126
3883686,2006/09/09 00:00:00+00,,DELIVERY 10,,1,5331,,0001,1,3985,,,,,,,,,,,,1,,,,,,0,6,39,1,57,17,,5331    0001,Y,Y,1709,,,109.70893564524,612.115151470827
3883687,2008/04/29 00:00:00+00,2007/04/25 00:00:00+00,"SEE CONDO BOOK 63 PAGE 12 (CONDOS 2001 - 2247) KILLED TAX LOTS (842 - 845) & AIR RIGHTS LOTS (7000, 7001, 7004 - 7007, & 7009) ON 8/21/2007.",,2,1045,,7007,3,82770,,,,,,,,,,,82521,,,,,,,,,,1,63,12,2007/08/21 00:00:00+00,1045    7007,N,Y,2860,,,568.383301920612,12708.6018486685
3883688,2008/04/29 00:00:00+00,2007/04/25 00:00:00+00,"SEE CONDO BOOK 63 PAGE 12 (CONDOS 2001 - 2247) KILLED TAX LOTS (842 - 845) & AIR RIGHTS LOTS (7000, 7001, 7004 - 7007, & 7009) ON 8/21/2007.",,2,1045,,7004,3,969,,,,,,,,,,,969,,,,,,,,,,1,63,12,2007/08/21 00:00:00+00,1045    7004,N,Y,2860,,,49.0040422523599,148.764237036169
3883689,2008/04/29 00:00:00+00,2007/04/25 00:00:00+00,"SEE CONDO BOOK 63 PAGE 12 (CONDOS 2001 - 2247) KILLED TAX LOTS (842 - 845) & AIR RIGHTS LOTS (7000, 7001, 7004 - 7007, & 7009) ON 8/21/2007.",,2,1045,,7001,3,82770,,,,,,,,,,,82521,,,,,,,,,,1,63,12,2007/08/21 00:00:00+00,1045    7001,N,Y,2860,,,568.383301920612,12708.6018486685
3883690,2008/04/29 00:00:00+00,2007/04/25 00:00:00+00,"SEE CONDO BOOK 63 PAGE 12 (CONDOS 2001 - 2247) KILLED TAX LOTS (842 - 845) & AIR RIGHTS LOTS (7000, 7001, 7004 - 7007, & 7009) ON 8/21/2007.",,2,1045,,7006,3,82770,,,,,,,,,,,82521,,,,,,,,,,1,63,12,2007/08/21 00:00:00+00,1045    7006,N,Y,2860,,,568.383301920612,12708.6018486685
3883691,2008/04/29 00:00:00+00,2007/04/25 00:00:00+00,"SEE CONDO BOOK 63 PAGE 12 (CONDOS 2001 - 2247) KILLED TAX LOTS (842 - 845) & AIR RIGHTS LOTS (7000, 7001, 7004 - 7007, & 7009) ON 8/21/2007.",,2,1045,,7009,3,82770,,,,,,,,,,,82521,,,,,,,,,,1,63,12,2007/08/21 00:00:00+00,1045    7009,N,Y,2860,,,568.383301920612,12708.6018486685
3883692,2010/07/16 00:00:00+00,1991/09/17 00:00:00+00,SEE CONDO BOOK 40 PAGE 25 (CONDOS 5106 - 5210) KILLED AIR RIGHTS LOT 7000.,,2,0408,,7000,3,42232,,,,,,,,,,,,,,,,,,,,,1,40,25,1991/12/23 00:00:00+00,0408    7000,N,Y,3037,,,332.102918381313,6486.99919323073
3883693,2008/09/18 00:00:00+00,2007/04/18 00:00:00+00,"SEE CONDO BOOK 64, PAGE 26 (CONDOS 2001 - 2149) KILLED TAX LOT 860 & AIR RIGHTS LOT 7000 ON 9/4/2007.",,2,0515,,7000,3,656,,,,,,,,,,,,,,,,,,,,,1,64,26,2007/09/04 00:00:00+00,0515    7000,N,Y,2875,,,55.6217010444667,100.721726393876
3883694,2008/09/17 00:00:00+00,2007/04/18 00:00:00+00,"SEE CONDO BOOK 66, PAGE 47 (CONDOS 2932 - 3223) KILLED TAX LOTS (863 & 864) AND AIR RIGHTS LOTS (7004, 7005, 7006, 7011) ON 2/28/2008.",,2,0515,,7011,3,33107,,,,,,,,,,,33106,,,,,,,,,,1,66,47,2008/02/28 00:00:00+00,0515    7011,N,Y,2898,,,453.788809412911,5086.54017441977
3883695,2015/06/24 00:00:00+00,2015/05/19 00:00:00+00,"AIR RIGHTS LOTS (7008, 7010, & 7013) AND TAX LOTS (835 & 845)  KILLED BY CONDO BOOK 85, PAGE 21 (CONDOS 2005 - 2017) ON 4/13/2016",,2,1920,,7010,3,1963,,,,,,,,,,,1963,,,,,,,,,,1,85,21,2016/04/13 00:00:00+00,1920    7010,N,Y,5274,,,97.4840188351384,301.810923891982
3883696,2015/06/24 00:00:00+00,2015/05/19 00:00:00+00,"AIR RIGHTS LOTS (7006, 7007, 7009, 7011, & 7012) AND TAX LOTS (833, 834, & 844)  KILLED BY CONDO BOOK 87, PAGE 41 (COMMERCIAL CONDOS 2000 - 2004) ON 3/11/2016",,2,1920,,7011,3,20634,,,,,,,,,,,20669,,,,,,,,,,1,87,41,2016/03/11 00:00:00+00,1920    7011,N,Y,5255,,,271.100254706066,3172.99268797228
3883697,2006/09/09 00:00:00+00,,DELIVERY 9,,1,3950,,0014,1,3060,,,,,,,,,,,3060,1,,,,,,0,SUB,43,1,77,35,,3950    0014,Y,Y,5020,,,97.31980137823,470.345331466054
3883698,2006/09/09 00:00:00+00,,PHASE 1,,1,0240,,0065,1,1985,,,,,,,,,,,,1,,,,,,0,HDC,65,1,46,2,,0240    0065,Y,Y,2543,,,92.9604501860792,305.044684771482
3883699,2006/09/09 00:00:00+00,,DELIVERY 10,,1,5814,,0046,1,4717,,,,,,,,,,,4716,1,,,,,,0,140,10,1,63,8,,5814    0046,Y,Y,1857,,,137.149623774939,723.888423261955
3883700,2006/09/09 00:00:00+00,,DELIVERY 12,,1,6239,,0086,1,4536,,,,,,,,,,,4536,1,,,,,,0,119,28,1,40,44,,6239    0086,Y,Y,1293,,,119.535251357691,695.400160577973
3883701,2006/09/09 00:00:00+00,,DELIVERY 11,,1,4550,,0078,1,4042,,,,,,,,,,,4042,1,,,,,,0,114,101,1,42,32,,4550    0078,Y,Y,2486,,,119.960604218545,620.781268837866
3883702,2006/09/09 00:00:00+00,,PHASE 1,,1,0151,,0019,1,1988,,,,,,,,,,,,1,,,,,,0,REC_00001,151,1,29,8,,0151    0019,Y,Y,2074,,,93.0686587257446,305.464989483952
